foreign,foreigncountry_cleaned,shpmtyear,country_name,country_iso3,cleaned_name,cleaned_ID,cleaned_foreign
Dunlop Flooring,Australia,2020.0,Australia,AUS,Dunlop Flooring,AUS_2219,Dunlop Flooring
Dunlop Flooring,Australia,2019.0,Australia,AUS,Dunlop Flooring,AUS_2219,Dunlop Flooring
Geodis Wilson Australia Ltda,Australia,2020.0,Australia,AUS,Geodis Wilson Australia Ltda,AUS_222,Geodis Wilson Australia Ltda
Geodis Wilson Australia Ltda,Australia,2019.0,Australia,AUS,Geodis Wilson Australia Ltda,AUS_222,Geodis Wilson Australia Ltda
Geodis Wilson Australia (Pty) ) Ltd.,Australia,2020.0,Australia,AUS,Geodis Wilson Australia Ltda,AUS_222,Geodis Wilson Australia Pty
Geodis Wilson Australia (Pty) ) Ltd.,Australia,2019.0,Australia,AUS,Geodis Wilson Australia Ltda,AUS_222,Geodis Wilson Australia Pty
Bate Technology (Pty),Australia,2020.0,Australia,AUS,Bate Technology Pty,AUS_2220,Bate Technology Pty
Bate Technology (Pty),Australia,2019.0,Australia,AUS,Bate Technology Pty,AUS_2220,Bate Technology Pty
Liebherraustralia (Pty),Australia,2020.0,Australia,AUS,Liebherraustralia Pty,AUS_2221,Liebherraustralia Pty
Liebherrautralia (Pty),Australia,2020.0,Australia,AUS,Liebherraustralia Pty,AUS_2221,Liebherrautralia Pty
Liebherraustralia (Pty),Australia,2019.0,Australia,AUS,Liebherraustralia Pty,AUS_2221,Liebherraustralia Pty
Levair Australia,Australia,2020.0,Australia,AUS,Levair Australia,AUS_2222,Levair Australia
Industrial Organics (Pty),Australia,2020.0,Australia,AUS,Industrial Organics Pty,AUS_2223,Industrial Organics Pty
Industrial Organics (Pty),Australia,2019.0,Australia,AUS,Industrial Organics Pty,AUS_2223,Industrial Organics Pty
Lisa Hunter Catherine Jenifer Kmart Australia,Australia,2020.0,Australia,AUS,Lisa Hunter Catherine Jenifer Kmart Australia,AUS_2224,Lisa Hunter Catherine Jenifer Kmart Australia
Bali Factory Outlet,Australia,2020.0,Australia,AUS,Bali Factory Outlet,AUS_2225,Bali Factory Outlet
Soft Agriculture,Australia,2020.0,Australia,AUS,Soft Agriculture,AUS_2226,Soft Agriculture
Soft Agriculture,Australia,2019.0,Australia,AUS,Soft Agriculture,AUS_2226,Soft Agriculture
Martin Moyanodirector Business Development,Australia,2019.0,Australia,AUS,Martin Moyanodirector Business Development,AUS_2227,Martin Moyanodirector Business Development
Tsso New Adress William Landing,Australia,2019.0,Australia,AUS,Tsso New Adress William Landing,AUS_2228,Tsso New Adress William Landing
Control Global Logistics,Australia,2019.0,Australia,AUS,Control Global Logistics,AUS_2229,Control Global Logistics
Impackone (Pty),Australia,2020.0,Australia,AUS,Impackone Pty,AUS_223,Impackone Pty
Loewe Australis (Pty),Australia,2019.0,Australia,AUS,Loewe Australis Pty,AUS_2230,Loewe Australis Pty
Heidi Anderson,Australia,2019.0,Australia,AUS,Heidi Anderson,AUS_2231,Heidi Anderson
Tuberose Interiors,Australia,2019.0,Australia,AUS,Tuberose Interiors,AUS_2232,Tuberose Interiors
Excel Distributors (Pty),Australia,2019.0,Australia,AUS,Excel Distributors Pty,AUS_2233,Excel Distributors Pty
Jaime Hage Lanyon Hair Centre Beauty Bar (Pty),Australia,2019.0,Australia,AUS,Jaime Hage Lanyon Hair Centre Beauty Bar Pty,AUS_2234,Jaime Hage Lanyon Hair Centre Beauty Bar Pty
Labelmakers,Australia,2019.0,Australia,AUS,Labelmakers,AUS_2235,Labelmakers
Bellevarde Constructions,Australia,2019.0,Australia,AUS,Bellevarde Constructions,AUS_2236,Bellevarde Constructions
20 Cube Logistics Sdn Bhd,Australia,2019.0,Australia,AUS,20 Cube Logistics Sdn Bhd,AUS_2237,20 Cube Logistics Sdn Bhd
20 Cube Logistics Sdn Bhd,Australia,2020.0,Australia,AUS,20 Cube Logistics Sdn Bhd,AUS_2237,20 Cube Logistics Sdn Bhd
Green Soul (Pty),Australia,2019.0,Australia,AUS,Green Soul Pty,AUS_2238,Green Soul Pty
Green Soul (Pty),Australia,2020.0,Australia,AUS,Green Soul Pty,AUS_2238,Green Soul Pty
Margaret Madeleine West,Australia,2019.0,Australia,AUS,Margaret Madeleine West,AUS_2239,Margaret Madeleine West
The Sportswear Co.,Australia,2020.0,Australia,AUS,The Sportswear Co,AUS_224,The Sportswear Co
The Sporstwear Co.,Australia,2019.0,Australia,AUS,The Sportswear Co,AUS_224,The Sporstwear Co
The Sportswear Co.,Australia,2019.0,Australia,AUS,The Sportswear Co,AUS_224,The Sportswear Co
The Sportwear Co.,Australia,2019.0,Australia,AUS,The Sportswear Co,AUS_224,The Sportwear Co
The Sportwear Co.,Australia,2020.0,Australia,AUS,The Sportswear Co,AUS_224,The Sportwear Co
The Sporstwear Co.,Australia,2020.0,Australia,AUS,The Sportswear Co,AUS_224,The Sporstwear Co
Accent Group Pay Aus,Australia,2019.0,Australia,AUS,Accent Group Pay Aus,AUS_2240,Accent Group Pay Aus
Accent Group Pay Aus,Australia,2020.0,Australia,AUS,Accent Group Pay Aus,AUS_2240,Accent Group Pay Aus
Horizon Inx (Pty),Australia,2019.0,Australia,AUS,Horizon Inx Pty,AUS_2241,Horizon Inx Pty
Horizon Inx (Pty),Australia,2020.0,Australia,AUS,Horizon Inx Pty,AUS_2241,Horizon Inx Pty
Sacred Bundle,Australia,2019.0,Australia,AUS,Sacred Bundle,AUS_2242,Sacred Bundle
Sacred Bundle,Australia,2020.0,Australia,AUS,Sacred Bundle,AUS_2242,Sacred Bundle
Caprice Paper (Pty),Australia,2020.0,Australia,AUS,Caprice Paper Pty,AUS_2243,Caprice Paper Pty
Caprice Paper (Pty),Australia,2019.0,Australia,AUS,Caprice Paper Pty,AUS_2243,Caprice Paper Pty
Bourton Shapes,Australia,2020.0,Australia,AUS,Bourton Shapes,AUS_2244,Bourton Shapes
Valenhold (Pty),Australia,2020.0,Australia,AUS,Valenhold Pty,AUS_2245,Valenhold Pty
Smart Sinks,Australia,2020.0,Australia,AUS,Smart Sinks,AUS_2246,Smart Sinks
Gary Stroud Australia,Australia,2020.0,Australia,AUS,Gary Stroud Australia,AUS_2247,Gary Stroud Australia
Rox Industries (Pty),Australia,2020.0,Australia,AUS,Rox Industries Pty,AUS_2248,Rox Industries Pty
Rox Industries (Pty),Australia,2019.0,Australia,AUS,Rox Industries Pty,AUS_2248,Rox Industries Pty
Rf Industries (Pty),Australia,2020.0,Australia,AUS,Rox Industries Pty,AUS_2248,Rf Industries Pty
Rf Industries (Pty) ) Ltd.,Australia,2019.0,Australia,AUS,Rox Industries Pty,AUS_2248,Rf Industries Pty
Rf Industries (Pty),Australia,2019.0,Australia,AUS,Rox Industries Pty,AUS_2248,Rf Industries Pty
Rf Industries (Pty) ) Ltd.,Australia,2020.0,Australia,AUS,Rox Industries Pty,AUS_2248,Rf Industries Pty
Croda Australia Silk Contract Logistics,Australia,2020.0,Australia,AUS,Croda Australia Silk Contract Logistics,AUS_2249,Croda Australia Silk Contract Logistics
Croda Australia Silk Contract Logistics,Australia,2019.0,Australia,AUS,Croda Australia Silk Contract Logistics,AUS_2249,Croda Australia Silk Contract Logistics
Jeddala Imp.,Australia,2020.0,Australia,AUS,Jeddala Imp,AUS_225,Jeddala Imp
Jeddala Imp.,Australia,2019.0,Australia,AUS,Jeddala Imp,AUS_225,Jeddala Imp
Sage Automation Ankur Shah Michael Curtis,Australia,2020.0,Australia,AUS,Sage Automation Ankur Shah Michael Curtis,AUS_2250,Sage Automation Ankur Shah Michael Curtis
Sage Automation Ankur Shah Michael Curtis,Australia,2019.0,Australia,AUS,Sage Automation Ankur Shah Michael Curtis,AUS_2250,Sage Automation Ankur Shah Michael Curtis
Bbs Electronics Australia (Pty) Ltd.,Australia,2020.0,Australia,AUS,Bbs Electronics Australia Pty,AUS_2251,Bbs Electronics Australia Pty
Bbs Electronics Australia (Pty) Ltd.,Australia,2019.0,Australia,AUS,Bbs Electronics Australia Pty,AUS_2251,Bbs Electronics Australia Pty
Pisces Aquatics (Pty),Australia,2020.0,Australia,AUS,Pisces Aquatics Pty,AUS_2252,Pisces Aquatics Pty
Pisces Aquatics (Pty),Australia,2019.0,Australia,AUS,Pisces Aquatics Pty,AUS_2252,Pisces Aquatics Pty
Syd Kk Ga,Australia,2020.0,Australia,AUS,Syd Kk Ga,AUS_2253,Syd Kk Ga
Syd Kk Ga,Australia,2019.0,Australia,AUS,Syd Kk Ga,AUS_2253,Syd Kk Ga
Acc Austpac Commodities (Pty) Ltd.,Australia,2020.0,Australia,AUS,Acc Austpac Commodities Pty,AUS_2254,Acc Austpac Commodities Pty
Acc Austpac Commodities (Pty) Ltd.,Australia,2019.0,Australia,AUS,Acc Austpac Commodities Pty,AUS_2254,Acc Austpac Commodities Pty
Asm Eclipse (Pty),Australia,2020.0,Australia,AUS,Asm Eclipse Pty,AUS_2255,Asm Eclipse Pty
Asm Eclipse (Pty),Australia,2019.0,Australia,AUS,Asm Eclipse Pty,AUS_2255,Asm Eclipse Pty
Iti Queensland,Australia,2020.0,Australia,AUS,Iti Queensland,AUS_2256,Iti Queensland
Iti Queensland,Australia,2019.0,Australia,AUS,Iti Queensland,AUS_2256,Iti Queensland
Ctr Imp.,Australia,2020.0,Australia,AUS,Ctr Imp,AUS_2257,Ctr Imp
Ctr Imp.,Australia,2019.0,Australia,AUS,Ctr Imp,AUS_2257,Ctr Imp
Acim,Australia,2020.0,Australia,AUS,Acim,AUS_2258,Acim
Acim,Australia,2019.0,Australia,AUS,Acim,AUS_2258,Acim
Jayfield Holdings (Pty),Australia,2020.0,Australia,AUS,Jayfield Holdings Pty,AUS_2259,Jayfield Holdings Pty
Detpak (Pty) Ltdbrisbane,Australia,2020.0,Australia,AUS,Detpak Pty Ltdbrisbane,AUS_226,Detpak Pty Ltdbrisbane
Detpak (Pty) Ltdbrisbane,Australia,2019.0,Australia,AUS,Detpak Pty Ltdbrisbane,AUS_226,Detpak Pty Ltdbrisbane
Natalie Sea Tribe,Australia,2020.0,Australia,AUS,Natalie Sea Tribe,AUS_2260,Natalie Sea Tribe
Natalie Sea Tribe,Australia,2019.0,Australia,AUS,Natalie Sea Tribe,AUS_2260,Natalie Sea Tribe
Carabao Valley Meat Livestock (Pty),Australia,2019.0,Australia,AUS,Carabao Valley Meat Livestock Pty,AUS_2261,Carabao Valley Meat Livestock Pty
Raemax (Pty),Australia,2019.0,Australia,AUS,Raemax Pty,AUS_2262,Raemax Pty
Raemax (Pty),Australia,2020.0,Australia,AUS,Raemax Pty,AUS_2262,Raemax Pty
Comport City Broadmeadows,Australia,2019.0,Australia,AUS,Comport City Broadmeadows,AUS_2263,Comport City Broadmeadows
Propel Group (Pty),Australia,2019.0,Australia,AUS,Propel Group Pty,AUS_2264,Propel Group Pty
Propel Group (Pty),Australia,2020.0,Australia,AUS,Propel Group Pty,AUS_2264,Propel Group Pty
Pina Furniture,Australia,2019.0,Australia,AUS,Pina Furniture,AUS_2265,Pina Furniture
Pina Furniture,Australia,2020.0,Australia,AUS,Pina Furniture,AUS_2265,Pina Furniture
Bali Bloom,Australia,2019.0,Australia,AUS,Bali Bloom,AUS_2266,Bali Bloom
Propharma Mork Chocolate,Australia,2019.0,Australia,AUS,Propharma Mork Chocolate,AUS_2267,Propharma Mork Chocolate
Propharma Mork Chocolate,Australia,2020.0,Australia,AUS,Propharma Mork Chocolate,AUS_2267,Propharma Mork Chocolate
Coburg Aquarium,Australia,2019.0,Australia,AUS,Coburg Aquarium,AUS_2268,Coburg Aquarium
Coburg Aquarium,Australia,2020.0,Australia,AUS,Coburg Aquarium,AUS_2268,Coburg Aquarium
Bullock Industries (Pty),Australia,2019.0,Australia,AUS,Bullock Industries Pty,AUS_2269,Bullock Industries Pty
Bullock Industries (Pty),Australia,2020.0,Australia,AUS,Bullock Industries Pty,AUS_2269,Bullock Industries Pty
Poppys Little Treasure,Australia,2020.0,Australia,AUS,Poppys Little Treasure,AUS_227,Poppys Little Treasure
Poppys Little Treasure,Australia,2019.0,Australia,AUS,Poppys Little Treasure,AUS_227,Poppys Little Treasure
Poppy Little Treasures,Australia,2019.0,Australia,AUS,Poppys Little Treasure,AUS_227,Poppy Little Treasures
Layser Green Mountain (Pty),Australia,2019.0,Australia,AUS,Layser Green Mountain Pty,AUS_2270,Layser Green Mountain Pty
Layser Green Mountain (Pty),Australia,2020.0,Australia,AUS,Layser Green Mountain Pty,AUS_2270,Layser Green Mountain Pty
Birchie (Pty),Australia,2019.0,Australia,AUS,Birchie Pty,AUS_2271,Birchie Pty
Cocolea (Pty) Cocolea Furniture,Australia,2019.0,Australia,AUS,Cocolea Pty Cocolea Furniture,AUS_2272,Cocolea Pty Cocolea Furniture
Accensi (Pty),Australia,2019.0,Australia,AUS,Accensi Pty,AUS_2273,Accensi Pty
Datco Glass Imp. (Pty),Australia,2019.0,Australia,AUS,Datco Glass Imp Pty,AUS_2274,Datco Glass Imp Pty
Datco Glass Imp. (Pty),Australia,2020.0,Australia,AUS,Datco Glass Imp Pty,AUS_2274,Datco Glass Imp Pty
Len Beausang,Australia,2019.0,Australia,AUS,Len Beausang,AUS_2275,Len Beausang
Len Beausang,Australia,2020.0,Australia,AUS,Len Beausang,AUS_2275,Len Beausang
Selectlok Australia (Pty),Australia,2019.0,Australia,AUS,Selectlok Australia Pty,AUS_2276,Selectlok Australia Pty
7 Pelangi (Pty),Australia,2019.0,Australia,AUS,7 Pelangi Pty,AUS_2277,7 Pelangi Pty
Apec Cables (Pty),Australia,2019.0,Australia,AUS,Apec Cables Pty,AUS_2278,Apec Cables Pty
Michelin Australia (Pty),Australia,2019.0,Australia,AUS,Michelin Australia Pty,AUS_2279,Michelin Australia Pty
B B Products (Pty),Australia,2020.0,Australia,AUS,B B Products Pty,AUS_228,B B Products Pty
B B Products (Pty),Australia,2019.0,Australia,AUS,B B Products Pty,AUS_228,B B Products Pty
Back To Sunnah,Australia,2019.0,Australia,AUS,Back To Sunnah,AUS_2280,Back To Sunnah
Gfa Aust (Pty) ) Ltd.,Australia,2019.0,Australia,AUS,Gfa Aust Pty,AUS_2281,Gfa Aust Pty
Gfa Aust (Pty) ) Ltd.,Australia,2020.0,Australia,AUS,Gfa Aust Pty,AUS_2281,Gfa Aust Pty
Gfa Aust (Pty),Australia,2019.0,Australia,AUS,Gfa Aust Pty,AUS_2281,Gfa Aust Pty
Tait Enterprises (Pty),Australia,2019.0,Australia,AUS,Tait Enterprises Pty,AUS_2282,Tait Enterprises Pty
Tait Enterprises (Pty),Australia,2020.0,Australia,AUS,Tait Enterprises Pty,AUS_2282,Tait Enterprises Pty
Damart Innovations Direct (Pty),Australia,2019.0,Australia,AUS,Damart Innovations Direct Pty,AUS_2283,Damart Innovations Direct Pty
Damart Innovations Direct (Pty),Australia,2020.0,Australia,AUS,Damart Innovations Direct Pty,AUS_2283,Damart Innovations Direct Pty
Acushnet Australia,Australia,2019.0,Australia,AUS,Acushnet Australia,AUS_2284,Acushnet Australia
Acushnet Australia,Australia,2020.0,Australia,AUS,Acushnet Australia,AUS_2284,Acushnet Australia
Statesman Doors (Pty),Australia,2019.0,Australia,AUS,Statesman Doors Pty,AUS_2285,Statesman Doors Pty
Westrock Oceania (Pty),Australia,2019.0,Australia,AUS,Westrock Oceania Pty,AUS_2286,Westrock Oceania Pty
Westrock Oceania (Pty),Australia,2020.0,Australia,AUS,Westrock Oceania Pty,AUS_2286,Westrock Oceania Pty
The Blackwood Lane Co.,Australia,2019.0,Australia,AUS,The Blackwood Lane Co,AUS_2287,The Blackwood Lane Co
Adelaide Restoration Centre,Australia,2019.0,Australia,AUS,Adelaide Restoration Centre,AUS_2288,Adelaide Restoration Centre
Adelaide Restoration Centre,Australia,2020.0,Australia,AUS,Adelaide Restoration Centre,AUS_2288,Adelaide Restoration Centre
Stoke Furniture (Pty),Australia,2019.0,Australia,AUS,Stoke Furniture Pty,AUS_2289,Stoke Furniture Pty
Stoke Furniture (Pty),Australia,2020.0,Australia,AUS,Stoke Furniture Pty,AUS_2289,Stoke Furniture Pty
Blupeter Homestore,Australia,2020.0,Australia,AUS,Blupeter Homestore,AUS_229,Blupeter Homestore
Blupeter Homestore,Australia,2019.0,Australia,AUS,Blupeter Homestore,AUS_229,Blupeter Homestore
Legend International (Pty),Australia,2019.0,Australia,AUS,Legend International Pty,AUS_2290,Legend International Pty
Legend International (Pty),Australia,2020.0,Australia,AUS,Legend International Pty,AUS_2290,Legend International Pty
Klen International (Pty),Australia,2019.0,Australia,AUS,Legend International Pty,AUS_2290,Klen International Pty
Klen International (Pty),Australia,2020.0,Australia,AUS,Legend International Pty,AUS_2290,Klen International Pty
Daddario Australia (Pty),Australia,2020.0,Australia,AUS,Daddario Australia Pty,AUS_2291,Daddario Australia Pty
Daddario Australia (Pty),Australia,2019.0,Australia,AUS,Daddario Australia Pty,AUS_2291,Daddario Australia Pty
Texstyle (Pty),Australia,2020.0,Australia,AUS,Texstyle Pty,AUS_2292,Texstyle Pty
Texstyle (Pty),Australia,2019.0,Australia,AUS,Texstyle Pty,AUS_2292,Texstyle Pty
Ifota (Pty) 236 Proximity Drive,Australia,2020.0,Australia,AUS,Ifota Pty 236 Proximity Drive,AUS_2293,Ifota Pty 236 Proximity Drive
Ifota (Pty) 236 Proximity Drive,Australia,2019.0,Australia,AUS,Ifota Pty 236 Proximity Drive,AUS_2293,Ifota Pty 236 Proximity Drive
Bydee (Pty),Australia,2020.0,Australia,AUS,Bydee Pty,AUS_2294,Bydee Pty
Bydee (Pty),Australia,2019.0,Australia,AUS,Bydee Pty,AUS_2294,Bydee Pty
Lihir Gold Ltd.,Australia,2020.0,Australia,AUS,Lihir Gold,AUS_2295,Lihir Gold
Lihir Gold Ltd.,Australia,2019.0,Australia,AUS,Lihir Gold,AUS_2295,Lihir Gold
Ibm Australia C Dhl Supply Chain,Australia,2020.0,Australia,AUS,Ibm Australia C Dhl Supply Chain,AUS_2296,Ibm Australia C Dhl Supply Chain
Ibm Australia C Dhl Supply Chain,Australia,2019.0,Australia,AUS,Ibm Australia C Dhl Supply Chain,AUS_2296,Ibm Australia C Dhl Supply Chain
Cassons (Pty),Australia,2020.0,Australia,AUS,Cassons Pty,AUS_2297,Cassons Pty
Queensland Cotton Corporation (Pty),Australia,2020.0,Australia,AUS,Queensland Cotton Pty,AUS_2298,Queensland Cotton Pty
Queensland Cotton Corporation (Pty),Australia,2019.0,Australia,AUS,Queensland Cotton Pty,AUS_2298,Queensland Cotton Pty
Spicers Australia (Pty) 155 Logis Boulevard,Australia,2020.0,Australia,AUS,Spicers Australia Pty 155 Logis Boulevard,AUS_2299,Spicers Australia Pty 155 Logis Boulevard
Excel Pacific Australia (Pty),Australia,2020.0,Australia,AUS,Excel Pacific Australia Pty,AUS_23,Excel Pacific Australia Pty
Excel Pacific Australia (Pty),Australia,2019.0,Australia,AUS,Excel Pacific Australia Pty,AUS_23,Excel Pacific Australia Pty
Unikhome Shop 84,Australia,2020.0,Australia,AUS,Unikhome Shop 84,AUS_230,Unikhome Shop 84
R Melling Associates,Australia,2020.0,Australia,AUS,R Melling Associates,AUS_2300,R Melling Associates
R Melling Associates,Australia,2019.0,Australia,AUS,R Melling Associates,AUS_2300,R Melling Associates
Condesa (Pty),Australia,2020.0,Australia,AUS,Condesa Pty,AUS_2301,Condesa Pty
Condessa (Pty),Australia,2019.0,Australia,AUS,Condesa Pty,AUS_2301,Condessa Pty
Pack Send Joondalup,Australia,2020.0,Australia,AUS,Pack Send Joondalup,AUS_2302,Pack Send Joondalup
Pack Send Joondalup,Australia,2019.0,Australia,AUS,Pack Send Joondalup,AUS_2302,Pack Send Joondalup
The Okelly Group (Pty) 624 Monash Drive,Australia,2020.0,Australia,AUS,The Okelly Group Pty 624 Monash Drive,AUS_2303,The Okelly Group Pty 624 Monash Drive
Back To Timber,Australia,2020.0,Australia,AUS,Back To Timber,AUS_2304,Back To Timber
Sage Joske Valla Surfboards,Australia,2020.0,Australia,AUS,Sage Joske Valla Surfboards,AUS_2305,Sage Joske Valla Surfboards
Neegi (Pty),Australia,2020.0,Australia,AUS,Neegi Pty,AUS_2306,Neegi Pty
Swinfo P L Trading As House Table Home,Australia,2020.0,Australia,AUS,Swinfo P L Trading As House Table Home,AUS_2307,Swinfo P L Trading As House Table Home
Swinfo P L Trading As House Table Home,Australia,2019.0,Australia,AUS,Swinfo P L Trading As House Table Home,AUS_2307,Swinfo P L Trading As House Table Home
Crystal Bird (Pty),Australia,2020.0,Australia,AUS,Crystal Bird Pty,AUS_2308,Crystal Bird Pty
Ykk Oceania Australia Branch,Australia,2020.0,Australia,AUS,Ykk Oceania Australia Branch,AUS_2309,Ykk Oceania Australia Branch
Ykk Oceania Australia Branch,Australia,2019.0,Australia,AUS,Ykk Oceania Australia Branch,AUS_2309,Ykk Oceania Australia Branch
Bbhc (Pty),Australia,2020.0,Australia,AUS,Bbhc Pty,AUS_231,Bbhc Pty
Cjs Solar (Pty),Australia,2020.0,Australia,AUS,Cjs Solar Pty,AUS_2310,Cjs Solar Pty
Oritech (Pty),Australia,2020.0,Australia,AUS,Oritech Pty,AUS_2311,Oritech Pty
Detmoldlaunchpad Australia,Australia,2020.0,Australia,AUS,Detmoldlaunchpad Australia,AUS_2312,Detmoldlaunchpad Australia
Detmoldlaunchpad Australia,Australia,2019.0,Australia,AUS,Detmoldlaunchpad Australia,AUS_2312,Detmoldlaunchpad Australia
Luckys Home Garden,Australia,2020.0,Australia,AUS,Luckys Home Garden,AUS_2313,Luckys Home Garden
Williamsonoma Singapore Pte,Australia,2020.0,Australia,AUS,Williamsonoma Singapore Pte,AUS_2314,Williamsonoma Singapore Pte
Williamsonoma Singapore Pte,Australia,2019.0,Australia,AUS,Williamsonoma Singapore Pte,AUS_2314,Williamsonoma Singapore Pte
Loving Earth,Australia,2020.0,Australia,AUS,Loving Earth,AUS_2315,Loving Earth
Loving Earth,Australia,2019.0,Australia,AUS,Loving Earth,AUS_2315,Loving Earth
Cee Hydrosystem Paul Eccless,Australia,2020.0,Australia,AUS,Cee Hydrosystem Paul Eccless,AUS_2316,Cee Hydrosystem Paul Eccless
Inner Labyrinth,Australia,2020.0,Australia,AUS,Inner Labyrinth,AUS_2317,Inner Labyrinth
Inner Labyrinth,Australia,2019.0,Australia,AUS,Inner Labyrinth,AUS_2317,Inner Labyrinth
Diamond Head Salon Supplies,Australia,2020.0,Australia,AUS,Diamond Head Salon Supplies,AUS_2318,Diamond Head Salon Supplies
Quartra (Pty),Australia,2020.0,Australia,AUS,Quartra Pty,AUS_2319,Quartra Pty
Quartra (Pty),Australia,2019.0,Australia,AUS,Quartra Pty,AUS_2319,Quartra Pty
Design Works Clothing Co.,Australia,2020.0,Australia,AUS,Design Works Clothing Co,AUS_232,Design Works Clothing Co
Design Works Clothing Co.,Australia,2019.0,Australia,AUS,Design Works Clothing Co,AUS_232,Design Works Clothing Co
Designworks Clothing Co.,Australia,2019.0,Australia,AUS,Design Works Clothing Co,AUS_232,Designworks Clothing Co
Designworks Clothing Co.,Australia,2020.0,Australia,AUS,Design Works Clothing Co,AUS_232,Designworks Clothing Co
Kasule Imp.,Australia,2020.0,Australia,AUS,Kasule Imp,AUS_2320,Kasule Imp
Kasule Imp.,Australia,2019.0,Australia,AUS,Kasule Imp,AUS_2320,Kasule Imp
Kerry Ingredients Australia (Pty),Australia,2020.0,Australia,AUS,Kerry Ingredients Australia Pty,AUS_2321,Kerry Ingredients Australia Pty
Kerry Ingredients Australia (Pty) ) Ltd.,Australia,2019.0,Australia,AUS,Kerry Ingredients Australia Pty,AUS_2321,Kerry Ingredients Australia Pty
Kerry Ingredients Australia Pyt Ltd.,Australia,2020.0,Australia,AUS,Kerry Ingredients Australia Pty,AUS_2321,Kerry Ingredients Australia Pyt
Kerry Ingredients Australia (Pty),Australia,2019.0,Australia,AUS,Kerry Ingredients Australia Pty,AUS_2321,Kerry Ingredients Australia Pty
Kerry Ingredients Australia (Pty) ) Ltd.,Australia,2020.0,Australia,AUS,Kerry Ingredients Australia Pty,AUS_2321,Kerry Ingredients Australia Pty
Kerry Ingrediants Australia (Pty) Ltd.,Australia,2020.0,Australia,AUS,Kerry Ingredients Australia Pty,AUS_2321,Kerry Ingrediants Australia Pty
Kerry Ingrediants Australia (Pty) Ltd.,Australia,2019.0,Australia,AUS,Kerry Ingredients Australia Pty,AUS_2321,Kerry Ingrediants Australia Pty
A1 Tropicals,Australia,2020.0,Australia,AUS,A1 Tropicals,AUS_2322,A1 Tropicals
Listen Australia,Australia,2020.0,Australia,AUS,Listen Australia,AUS_2323,Listen Australia
Smilling Rock Australia,Australia,2020.0,Australia,AUS,Smilling Rock Australia,AUS_2324,Smilling Rock Australia
Wingman Motor Group,Australia,2020.0,Australia,AUS,Wingman Motor Group,AUS_2325,Wingman Motor Group
Kiah,Australia,2020.0,Australia,AUS,Kiah,AUS_2326,Kiah
Archer Operation (Pty) T A Hervey Bay,Australia,2020.0,Australia,AUS,Archer Operation Pty T A Hervey Bay,AUS_2327,Archer Operation Pty T A Hervey Bay
Archer Operation (Pty) T A Hervey Bay,Australia,2019.0,Australia,AUS,Archer Operation Pty T A Hervey Bay,AUS_2327,Archer Operation Pty T A Hervey Bay
Bali Imp. (Pty),Australia,2020.0,Australia,AUS,Bali Imp Pty,AUS_2328,Bali Imp Pty
Fresh Food Industries (Pty),Australia,2020.0,Australia,AUS,Fresh Food Industries Pty,AUS_2329,Fresh Food Industries Pty
Lago Coldstore 2,Australia,2020.0,Australia,AUS,Lago Coldstore 2,AUS_233,Lago Coldstore 2
Ashden Trading (Pty),Australia,2020.0,Australia,AUS,Ashden Trading Pty,AUS_2330,Ashden Trading Pty
Ashden Trading (Pty),Australia,2019.0,Australia,AUS,Ashden Trading Pty,AUS_2330,Ashden Trading Pty
Aquatico Aquarium (Pty),Australia,2020.0,Australia,AUS,Aquatico Aquarium Pty,AUS_2331,Aquatico Aquarium Pty
Aquatico Aquarium (Pty),Australia,2019.0,Australia,AUS,Aquatico Aquarium Pty,AUS_2331,Aquatico Aquarium Pty
Emjay Packaging,Australia,2020.0,Australia,AUS,Emjay Packaging,AUS_2332,Emjay Packaging
Emjay Packaging,Australia,2019.0,Australia,AUS,Emjay Packaging,AUS_2332,Emjay Packaging
Ge Oil Gas Services,Australia,2020.0,Australia,AUS,Ge Oil Gas Services,AUS_2333,Ge Oil Gas Services
Ge Oil Gas Services,Australia,2019.0,Australia,AUS,Ge Oil Gas Services,AUS_2333,Ge Oil Gas Services
Ahava Trust,Australia,2020.0,Australia,AUS,Ahava Trust,AUS_2334,Ahava Trust
Ahava Trust,Australia,2019.0,Australia,AUS,Ahava Trust,AUS_2334,Ahava Trust
Alcoa Of Australia Ltd.,Australia,2020.0,Australia,AUS,Alcoa Of Australia,AUS_2335,Alcoa Of Australia
Alcoa Of Australia Ltd.,Australia,2019.0,Australia,AUS,Alcoa Of Australia,AUS_2335,Alcoa Of Australia
Medela (Pty),Australia,2020.0,Australia,AUS,Medela Pty,AUS_2336,Medela Pty
Medela (Pty),Australia,2019.0,Australia,AUS,Medela Pty,AUS_2336,Medela Pty
Mpa Sa Branch,Australia,2020.0,Australia,AUS,Mpa Sa Branch,AUS_2337,Mpa Sa Branch
Mpa Sa Branch,Australia,2019.0,Australia,AUS,Mpa Sa Branch,AUS_2337,Mpa Sa Branch
Simply Dvine,Australia,2019.0,Australia,AUS,Simply Dvine,AUS_2338,Simply Dvine
Simply Dvine,Australia,2020.0,Australia,AUS,Simply Dvine,AUS_2338,Simply Dvine
Serendipity House,Australia,2019.0,Australia,AUS,Serendipity House,AUS_2339,Serendipity House
