foreign,foreigncountry_cleaned,shpmtyear,country_name,country_iso3,cleaned_name,cleaned_ID,cleaned_foreign
Ixom Operations P L Sa,Australia,2020.0,Australia,AUS,Ixom Operations P L Sa,AUS_9343,Ixom Operations P L Sa
Viplus Dairy (Pty),Australia,2019.0,Australia,AUS,Viplus Dairy Pty,AUS_9344,Viplus Dairy Pty
Shinsei Pulp Paper Australia (Pty) L,Australia,2019.0,Australia,AUS,Shinsei Pulp Paper Australia Pty L,AUS_9345,Shinsei Pulp Paper Australia Pty L
Aj Aluminium (Pty),Australia,2019.0,Australia,AUS,Aj Aluminium Pty,AUS_9346,Aj Aluminium Pty
Fluidchem (Pty),Australia,2019.0,Australia,AUS,Fluidchem Pty,AUS_9347,Fluidchem Pty
Total Image Group,Australia,2020.0,Australia,AUS,Total Image Group,AUS_9348,Total Image Group
Australasian Global Exp. (Pty),Australia,2019.0,Australia,AUS,Australasian Global Exp Pty,AUS_9349,Australasian Global Exp Pty
Eclectic Holdings (Pty),Australia,2019.0,Australia,AUS,Eclectic Holdings Pty,AUS_935,Eclectic Holdings Pty
Eclectic Holdings (Pty),Australia,2020.0,Australia,AUS,Eclectic Holdings Pty,AUS_935,Eclectic Holdings Pty
Total Eden,Australia,2019.0,Australia,AUS,Total Eden,AUS_9350,Total Eden
Sarens Australia (Pty),Australia,2019.0,Australia,AUS,Sarens Australia Pty,AUS_9351,Sarens Australia Pty
Sarens Australia (Pty) ) Ltd.,Australia,2019.0,Australia,AUS,Sarens Australia Pty,AUS_9351,Sarens Australia Pty
Cooldrive Auto Parts,Australia,2020.0,Australia,AUS,Cooldrive Auto Parts,AUS_9352,Cooldrive Auto Parts
Cooldrive Auto Parts,Australia,2019.0,Australia,AUS,Cooldrive Auto Parts,AUS_9352,Cooldrive Auto Parts
Australmold,Australia,2019.0,Australia,AUS,Australmold,AUS_9353,Australmold
Bearing Thermal Resources,Australia,2019.0,Australia,AUS,Bearing Thermal Resources,AUS_9354,Bearing Thermal Resources
Bearing Thermal Resources,Australia,2020.0,Australia,AUS,Bearing Thermal Resources,AUS_9354,Bearing Thermal Resources
Rock Solid Industries Australia,Australia,2019.0,Australia,AUS,Rock Solid Industries Australia,AUS_9355,Rock Solid Industries Australia
Aps,Australia,2019.0,Australia,AUS,Aps,AUS_9356,Aps
Beachwheelers Australia,Australia,2019.0,Australia,AUS,Beachwheelers Australia,AUS_9357,Beachwheelers Australia
Aquasonic (Pty) ) Ltd.,Australia,2019.0,Australia,AUS,Aquasonic Pty,AUS_9358,Aquasonic Pty
John Pow Seasonal Supplies Indonesia,Australia,2020.0,Australia,AUS,John Pow Seasonal Supplies Indonesia,AUS_9359,John Pow Seasonal Supplies Indonesia
Embelish Imp.,Australia,2019.0,Australia,AUS,Embelish Imp,AUS_936,Embelish Imp
Embelish Imp.,Australia,2020.0,Australia,AUS,Embelish Imp,AUS_936,Embelish Imp
Kossie Locking Systems Eddy,Australia,2019.0,Australia,AUS,Kossie Locking Systems Eddy,AUS_9360,Kossie Locking Systems Eddy
Jet Spares International,Australia,2020.0,Australia,AUS,Jet Spares International,AUS_9361,Jet Spares International
Sass Clothing (Pty),Australia,2020.0,Australia,AUS,Sass Clothing Pty,AUS_9362,Sass Clothing Pty
Austric Avner (Pty),Australia,2020.0,Australia,AUS,Austric Avner Pty,AUS_9363,Austric Avner Pty
All Marine Spares (Pty),Australia,2020.0,Australia,AUS,All Marine Spares Pty,AUS_9364,All Marine Spares Pty
Msm Milling (Pty),Australia,2019.0,Australia,AUS,Msm Milling Pty,AUS_9365,Msm Milling Pty
Msm Milling (Pty),Australia,2020.0,Australia,AUS,Msm Milling Pty,AUS_9365,Msm Milling Pty
Intl Racehorse Transport,Australia,2019.0,Australia,AUS,Intl Racehorse Transport,AUS_9366,Intl Racehorse Transport
Roche Diagnostics Customer Service Dept,Australia,2020.0,Australia,AUS,Roche Diagnostics Customer Service Dept,AUS_9367,Roche Diagnostics Customer Service Dept
Annex Foods (Pty),Australia,2020.0,Australia,AUS,Annex Foods Pty,AUS_9368,Annex Foods Pty
Richmond Wheel Castor,Australia,2019.0,Australia,AUS,Richmond Wheel Castor,AUS_9369,Richmond Wheel Castor
Mandy Richardson,Australia,2019.0,Australia,AUS,Mandy Richardson,AUS_937,Mandy Richardson
Mandy Richardson,Australia,2020.0,Australia,AUS,Mandy Richardson,AUS_937,Mandy Richardson
Many Richardson,Australia,2020.0,Australia,AUS,Mandy Richardson,AUS_937,Many Richardson
Humanware Australia,Australia,2019.0,Australia,AUS,Humanware Australia,AUS_9370,Humanware Australia
Vanguard Logistics Services,Australia,2019.0,Australia,AUS,Vanguard Logistics Services,AUS_9371,Vanguard Logistics Services
Bhp Billiton Petroleum North West Shelf,Australia,2019.0,Australia,AUS,Bhp Billiton Petroleum North West Shelf,AUS_9372,Bhp Billiton Petroleum North West Shelf
Blake Sales Services (Pty),Australia,2020.0,Australia,AUS,Blake Sales Services Pty,AUS_9373,Blake Sales Services Pty
Outback Harvest,Australia,2019.0,Australia,AUS,Outback Harvest,AUS_9374,Outback Harvest
Senson Tek (Pty),Australia,2019.0,Australia,AUS,Senson Tek Pty,AUS_9375,Senson Tek Pty
Virgin Australia Regional Airlines,Australia,2019.0,Australia,AUS,Virgin Australia Regional Airlines,AUS_9376,Virgin Australia Regional Airlines
Fmc Technologies Singapore Pte,Australia,2020.0,Australia,AUS,Fmc Technologies Singapore Pte,AUS_9377,Fmc Technologies Singapore Pte
Jotun Paints South Africa (Pty),Australia,2020.0,Australia,AUS,Jotun Paints South Africa Pty,AUS_9378,Jotun Paints South Africa Pty
Sports Performance Tracking,Australia,2019.0,Australia,AUS,Sports Performance Tracking,AUS_9379,Sports Performance Tracking
Trojan Timbers (Pty),Australia,2019.0,Australia,AUS,Trojan Timbers Pty,AUS_938,Trojan Timbers Pty
Trojan Timbers (Pty),Australia,2020.0,Australia,AUS,Trojan Timbers Pty,AUS_938,Trojan Timbers Pty
Eriez Magnetics,Australia,2019.0,Australia,AUS,Eriez Magnetics,AUS_9380,Eriez Magnetics
Hongkong Topway Trading Ltd.,Australia,2020.0,Australia,AUS,Hongkong Topway Trading,AUS_9381,Hongkong Topway Trading
Trelleborg Marine Engineering Qingdao On Be,Australia,2020.0,Australia,AUS,Trelleborg Marine Engineering Qingdao On Be,AUS_9382,Trelleborg Marine Engineering Qingdao On Be
Aerial Fire Control International (Pty) L,Australia,2020.0,Australia,AUS,Aerial Fire Control International Pty L,AUS_9383,Aerial Fire Control International Pty L
Sgs Australia (Pty) Buck Engine,Australia,2020.0,Australia,AUS,Sgs Australia Pty Buck Engine,AUS_9384,Sgs Australia Pty Buck Engine
Powerflow Systems,Australia,2020.0,Australia,AUS,Powerflow Systems,AUS_9385,Powerflow Systems
Suite 3 08 247 Coward Street,Australia,2020.0,Australia,AUS,Suite 3 08 247 Coward Street,AUS_9386,Suite 3 08 247 Coward Street
Elastomers Australia,Australia,2019.0,Australia,AUS,Elastomers Australia,AUS_9387,Elastomers Australia
Applied Industrial Technologies,Australia,2020.0,Australia,AUS,Applied Industrial Technologies,AUS_9388,Applied Industrial Technologies
Exclusive Networks,Australia,2019.0,Australia,AUS,Exclusive Networks,AUS_9389,Exclusive Networks
Frauenfelder Gates (Pty),Australia,2019.0,Australia,AUS,Frauenfelder Gates Pty,AUS_939,Frauenfelder Gates Pty
Virginia Farms Produce,Australia,2019.0,Australia,AUS,Virginia Farms Produce,AUS_9390,Virginia Farms Produce
Lavender Composites,Australia,2020.0,Australia,AUS,Lavender Composites,AUS_9391,Lavender Composites
Bunnings (Pty),Australia,2020.0,Australia,AUS,Bunnings Pty,AUS_9392,Bunnings Pty
Fire Safety Solutions Int (Pty),Australia,2020.0,Australia,AUS,Fire Safety Solutions Int Pty,AUS_9393,Fire Safety Solutions Int Pty
Ryan Aerospace (Pty),Australia,2019.0,Australia,AUS,Ryan Aerospace Pty,AUS_9394,Ryan Aerospace Pty
Omnicotton Australia (Pty) Ltd.,Australia,2019.0,Australia,AUS,Omnicotton Australia Pty,AUS_9395,Omnicotton Australia Pty
Omnicotton Australia (Pty) Ltd.,Australia,2020.0,Australia,AUS,Omnicotton Australia Pty,AUS_9395,Omnicotton Australia Pty
Abbott Storage Systems Paracella (Pty),Australia,2019.0,Australia,AUS,Abbott Storage Systems Paracella Pty,AUS_9396,Abbott Storage Systems Paracella Pty
Mds Pacific (Pty),Australia,2019.0,Australia,AUS,Mds Pacific Pty,AUS_9397,Mds Pacific Pty
Agspec Australia (Pty),Australia,2020.0,Australia,AUS,Agspec Australia Pty,AUS_9398,Agspec Australia Pty
Agspec Australia (Pty),Australia,2019.0,Australia,AUS,Agspec Australia Pty,AUS_9398,Agspec Australia Pty
Indivior (Pty),Australia,2020.0,Australia,AUS,Indivior Pty,AUS_9399,Indivior Pty
Indivior (Pty),Australia,2019.0,Australia,AUS,Indivior Pty,AUS_9399,Indivior Pty
Bras N Thingsupport Centre,Australia,2020.0,Australia,AUS,Bras N Thingsupport Centre,AUS_94,Bras N Thingsupport Centre
Bras N Thingsupport Centre,Australia,2019.0,Australia,AUS,Bras N Thingsupport Centre,AUS_94,Bras N Thingsupport Centre
Garuda Indonesia,Australia,2019.0,Australia,AUS,Garuda Indonesia,AUS_940,Garuda Indonesia
Garuda Indonesia,Australia,2020.0,Australia,AUS,Garuda Indonesia,AUS_940,Garuda Indonesia
Thermal Ceramics A Division Of Morganite,Australia,2020.0,Australia,AUS,Thermal Ceramics A Division Of Morganite,AUS_9400,Thermal Ceramics A Division Of Morganite
Starn Group Australia (Pty),Australia,2020.0,Australia,AUS,Starn Group Australia Pty,AUS_9401,Starn Group Australia Pty
Trewavis Surgical Instruments (Pty) Ltd.,Australia,2020.0,Australia,AUS,Trewavis Surgical Instruments Pty,AUS_9402,Trewavis Surgical Instruments Pty
Intl Drilling Exploration,Australia,2019.0,Australia,AUS,Intl Drilling Exploration,AUS_9403,Intl Drilling Exploration
Online Auto Parts,Australia,2019.0,Australia,AUS,Online Auto Parts,AUS_9404,Online Auto Parts
Bunge Agribusiness Australia (Pty),Australia,2019.0,Australia,AUS,Bunge Agribusiness Australia Pty,AUS_9405,Bunge Agribusiness Australia Pty
Kingspan Water Energy (Pty) Ltd.,Australia,2020.0,Australia,AUS,Kingspan Water Energy Pty,AUS_9406,Kingspan Water Energy Pty
Kingspan Water Energy (Pty) Ltd.,Australia,2019.0,Australia,AUS,Kingspan Water Energy Pty,AUS_9406,Kingspan Water Energy Pty
Herbalife Australasia (Pty),Australia,2019.0,Australia,AUS,Herbalife Australasia Pty,AUS_9407,Herbalife Australasia Pty
Gb Auto Group,Australia,2019.0,Australia,AUS,Gb Auto Group,AUS_9408,Gb Auto Group
Mtq Engine Systems Aust (Pty),Australia,2020.0,Australia,AUS,Mtq Engine Systems Aust Pty,AUS_9409,Mtq Engine Systems Aust Pty
May Flower Importers,Australia,2019.0,Australia,AUS,May Flower Importers,AUS_941,May Flower Importers
May Flower Importers,Australia,2020.0,Australia,AUS,May Flower Importers,AUS_941,May Flower Importers
Auto Sport Engineering,Australia,2020.0,Australia,AUS,Auto Sport Engineering,AUS_9410,Auto Sport Engineering
Iff Australia (Pty),Australia,2020.0,Australia,AUS,Iff Australia Pty,AUS_9411,Iff Australia Pty
Vrm Biologik (Pty),Australia,2020.0,Australia,AUS,Vrm Biologik Pty,AUS_9412,Vrm Biologik Pty
Pacific Urethanes,Australia,2020.0,Australia,AUS,Pacific Urethanes,AUS_9413,Pacific Urethanes
Navico Australia Mainfreight Logisti,Australia,2020.0,Australia,AUS,Navico Australia Mainfreight Logisti,AUS_9414,Navico Australia Mainfreight Logisti
Ara Mfg.,Australia,2020.0,Australia,AUS,Ara Mfg,AUS_9415,Ara Mfg
Amiad Water System,Australia,2019.0,Australia,AUS,Amiad Water System,AUS_9416,Amiad Water System
Stamcorp International Pte,Australia,2020.0,Australia,AUS,Stamcorp International Pte,AUS_9417,Stamcorp International Pte
Citation Prt Distribution International,Australia,2019.0,Australia,AUS,Citation Prt Distribution International,AUS_9418,Citation Prt Distribution International
Citation Prt Distribution International,Australia,2020.0,Australia,AUS,Citation Prt Distribution International,AUS_9418,Citation Prt Distribution International
Turbotech,Australia,2020.0,Australia,AUS,Turbotech,AUS_9419,Turbotech
Iti Qld (Pty),Australia,2019.0,Australia,AUS,Iti Qld Pty,AUS_942,Iti Qld Pty
Iti Qld (Pty),Australia,2020.0,Australia,AUS,Iti Qld Pty,AUS_942,Iti Qld Pty
Gti Qld (Pty),Australia,2019.0,Australia,AUS,Iti Qld Pty,AUS_942,Gti Qld Pty
Gti Qld (Pty),Australia,2020.0,Australia,AUS,Iti Qld Pty,AUS_942,Gti Qld Pty
Acrylic Technologies Australia (Pty),Australia,2020.0,Australia,AUS,Acrylic Technologies Australia Pty,AUS_9420,Acrylic Technologies Australia Pty
Aps Lighting Safety,Australia,2019.0,Australia,AUS,Aps Lighting Safety,AUS_9421,Aps Lighting Safety
The Globalink Enterprise (Pty),Australia,2019.0,Australia,AUS,The Globalink Enterprise Pty,AUS_9422,The Globalink Enterprise Pty
The Globalink Enterprise (Pty),Australia,2020.0,Australia,AUS,The Globalink Enterprise Pty,AUS_9422,The Globalink Enterprise Pty
Transmission Supply Service Co.,Australia,2019.0,Australia,AUS,Transmission Supply Service Co,AUS_9423,Transmission Supply Service Co
Transmission Supply Service Co.,Australia,2020.0,Australia,AUS,Transmission Supply Service Co,AUS_9423,Transmission Supply Service Co
Golden Shield International (Pty),Australia,2020.0,Australia,AUS,Golden Shield International Pty,AUS_9424,Golden Shield International Pty
Aust Industrial Machinery Svcs,Australia,2020.0,Australia,AUS,Aust Industrial Machinery Svcs,AUS_9425,Aust Industrial Machinery Svcs
Dn Engineering,Australia,2020.0,Australia,AUS,Dn Engineering,AUS_9426,Dn Engineering
Dyna Engineering,Australia,2020.0,Australia,AUS,Dn Engineering,AUS_9426,Dyna Engineering
Marine Air Flow International,Australia,2020.0,Australia,AUS,Marine Air Flow International,AUS_9427,Marine Air Flow International
Embassy Of Poland,Australia,2020.0,Australia,AUS,Embassy Of Poland,AUS_9428,Embassy Of Poland
A C Hargreaves (Pty),Australia,2020.0,Australia,AUS,A C Hargreaves Pty,AUS_9429,A C Hargreaves Pty
Robs Aquarium,Australia,2019.0,Australia,AUS,Robs Aquarium,AUS_943,Robs Aquarium
Robs Aquarium,Australia,2020.0,Australia,AUS,Robs Aquarium,AUS_943,Robs Aquarium
Nmt Electrodes Australia (Pty),Australia,2020.0,Australia,AUS,Nmt Electrodes Australia Pty,AUS_9430,Nmt Electrodes Australia Pty
Aems,Australia,2020.0,Australia,AUS,Aems,AUS_9431,Aems
Air Change Australia (Pty),Australia,2020.0,Australia,AUS,Air Change Australia Pty,AUS_9432,Air Change Australia Pty
Goldpeg International,Australia,2020.0,Australia,AUS,Goldpeg International,AUS_9433,Goldpeg International
Immix Integrated Metal Management (Pty) Lt,Australia,2020.0,Australia,AUS,Immix Integrated Metal Management Pty Lt,AUS_9434,Immix Integrated Metal Management Pty Lt
Immix Integrated Metal Management (Pty) Lt,Australia,2019.0,Australia,AUS,Immix Integrated Metal Management Pty Lt,AUS_9434,Immix Integrated Metal Management Pty Lt
Recyclers Australia (Pty) Ltd.,Australia,2020.0,Australia,AUS,Recyclers Australia Pty,AUS_9435,Recyclers Australia Pty
Mont Trading,Australia,2020.0,Australia,AUS,Mont Trading,AUS_9436,Mont Trading
Submersible Motor Engineering (Pty),Australia,2020.0,Australia,AUS,Submersible Motor Engineering Pty,AUS_9437,Submersible Motor Engineering Pty
Kaladari Industries,Australia,2020.0,Australia,AUS,Kaladari Industries,AUS_9438,Kaladari Industries
Kaladari Industries,Australia,2019.0,Australia,AUS,Kaladari Industries,AUS_9438,Kaladari Industries
Scomi Oiltools (Pty) ) Ltd.,Australia,2019.0,Australia,AUS,Scomi Oiltools Pty,AUS_9439,Scomi Oiltools Pty
F Mayer Imp. (Pty),Australia,2019.0,Australia,AUS,F Mayer Imp Pty,AUS_944,F Mayer Imp Pty
Bhp Billiton,Australia,2020.0,Australia,AUS,Bhp Billiton,AUS_9440,Bhp Billiton
Abb Electrification Products Divisi,Australia,2019.0,Australia,AUS,Abb Electrification Products Divisi,AUS_9441,Abb Electrification Products Divisi
Edwards Vacum,Australia,2019.0,Australia,AUS,Edwards Vacum,AUS_9442,Edwards Vacum
Kensho (Pty),Australia,2020.0,Australia,AUS,Kensho Pty,AUS_9443,Kensho Pty
Kensho (Pty),Australia,2019.0,Australia,AUS,Kensho Pty,AUS_9443,Kensho Pty
Ri Industries Australia,Australia,2019.0,Australia,AUS,Ri Industries Australia,AUS_9444,Ri Industries Australia
Victory Exp. (Pty),Australia,2019.0,Australia,AUS,Victory Exp Pty,AUS_9445,Victory Exp Pty
Hodge Industries,Australia,2019.0,Australia,AUS,Hodge Industries,AUS_9446,Hodge Industries
Ccl Label Vic (Pty),Australia,2019.0,Australia,AUS,Ccl Label Vic Pty,AUS_9447,Ccl Label Vic Pty
Sundrive (Pty),Australia,2019.0,Australia,AUS,Sundrive Pty,AUS_9448,Sundrive Pty
Ibm Australia Ltd. Geodis Wilson,Australia,2019.0,Australia,AUS,Ibm Australia Geodis Wilson,AUS_9449,Ibm Australia Geodis Wilson
Pope Packaging,Australia,2019.0,Australia,AUS,Pope Packaging,AUS_945,Pope Packaging
Pope Packaging,Australia,2020.0,Australia,AUS,Pope Packaging,AUS_945,Pope Packaging
Power Packaging,Australia,2019.0,Australia,AUS,Pope Packaging,AUS_945,Power Packaging
Ebro Armaturen Pacific (Pty),Australia,2020.0,Australia,AUS,Ebro Armaturen Pacific Pty,AUS_9450,Ebro Armaturen Pacific Pty
Don Kyatt,Australia,2019.0,Australia,AUS,Don Kyatt,AUS_9451,Don Kyatt
Don Kyatt,Australia,2020.0,Australia,AUS,Don Kyatt,AUS_9451,Don Kyatt
Calderys Aust (Pty),Australia,2019.0,Australia,AUS,Calderys Aust Pty,AUS_9452,Calderys Aust Pty
Dulux Group Ltd.,Australia,2020.0,Australia,AUS,Dulux Group,AUS_9453,Dulux Group
Dulux Group Ltd.,Australia,2019.0,Australia,AUS,Dulux Group,AUS_9453,Dulux Group
Hundegger A Asia Pty Ltd.,Australia,2020.0,Australia,AUS,Hundegger A Asia Pty,AUS_9454,Hundegger A Asia Pty
Elastotec,Australia,2019.0,Australia,AUS,Elastotec,AUS_9455,Elastotec
Hellmann Worldwide Logistics (Pty),Australia,2019.0,Australia,AUS,Hellmann Worldwide Logistics Pty,AUS_9456,Hellmann Worldwide Logistics Pty
Avid Technology,Australia,2019.0,Australia,AUS,Avid Technology,AUS_9457,Avid Technology
Alsto,Australia,2019.0,Australia,AUS,Alsto,AUS_9458,Alsto
Mobile Hydraulic Specialties,Australia,2020.0,Australia,AUS,Mobile Hydraulic Specialties,AUS_9459,Mobile Hydraulic Specialties
Megan Clark,Australia,2019.0,Australia,AUS,Megan Clark,AUS_946,Megan Clark
Mammoth Equipment & Exhausts (Pty) ) Lt,Australia,2020.0,Australia,AUS,Mammoth Equipment Exhausts Pty Lt,AUS_9460,Mammoth Equipment Exhausts Pty Lt
Srg Global Integrated Services Pyt,Australia,2020.0,Australia,AUS,Srg Global Integrated Services Pyt,AUS_9461,Srg Global Integrated Services Pyt
Forestone (Pty),Australia,2020.0,Australia,AUS,Forestone Pty,AUS_9462,Forestone Pty
Forest One (Pty),Australia,2020.0,Australia,AUS,Forestone Pty,AUS_9462,Forest One Pty
Afg International Imp. Exp. (Pty),Australia,2020.0,Australia,AUS,Afg International Imp Exp Pty,AUS_9463,Afg International Imp Exp Pty
Cbc Australia Qld Div,Australia,2020.0,Australia,AUS,Cbc Australia Qld Div,AUS_9464,Cbc Australia Qld Div
Total Eden Toowoomba,Australia,2020.0,Australia,AUS,Total Eden Toowoomba,AUS_9465,Total Eden Toowoomba
Total Eden Toowoomba,Australia,2019.0,Australia,AUS,Total Eden Toowoomba,AUS_9465,Total Eden Toowoomba
M J Engineering,Australia,2019.0,Australia,AUS,M J Engineering,AUS_9466,M J Engineering
Spc Australasia (Pty) Ltd.,Australia,2019.0,Australia,AUS,Spc Australasia Pty,AUS_9467,Spc Australasia Pty
Tss Co.,Australia,2019.0,Australia,AUS,Tss Co,AUS_9468,Tss Co
Tss Co.,Australia,2020.0,Australia,AUS,Tss Co,AUS_9468,Tss Co
Howden,Australia,2020.0,Australia,AUS,Howden,AUS_9469,Howden
Ginger People (Pty) Ltd. Australia,Australia,2019.0,Australia,AUS,Ginger People Pty Australia,AUS_947,Ginger People Pty Australia
Ginger People (Pty) Ltd. Australia,Australia,2020.0,Australia,AUS,Ginger People Pty Australia,AUS_947,Ginger People Pty Australia
Sianny Tanura C Jet Pets Animal,Australia,2019.0,Australia,AUS,Sianny Tanura C Jet Pets Animal,AUS_9470,Sianny Tanura C Jet Pets Animal
Perten Instruments Of Australia (Pty),Australia,2019.0,Australia,AUS,Perten Instruments Of Australia Pty,AUS_9471,Perten Instruments Of Australia Pty
Perten Instruments Of Australia (Pty),Australia,2020.0,Australia,AUS,Perten Instruments Of Australia Pty,AUS_9471,Perten Instruments Of Australia Pty
A E System (Pty),Australia,2019.0,Australia,AUS,A E System Pty,AUS_9472,A E System Pty
A E System (Pty),Australia,2020.0,Australia,AUS,A E System Pty,AUS_9472,A E System Pty
Ata Steel,Australia,2019.0,Australia,AUS,Ata Steel,AUS_9473,Ata Steel
Kenneth Ayres Aust (Pty),Australia,2020.0,Australia,AUS,Kenneth Ayres Aust Pty,AUS_9474,Kenneth Ayres Aust Pty
Trt Aust (Pty) ) Ltd.,Australia,2020.0,Australia,AUS,Trt Aust Pty,AUS_9475,Trt Aust Pty
Trt Aust (Pty),Australia,2020.0,Australia,AUS,Trt Aust Pty,AUS_9475,Trt Aust Pty
Caps Closures (Pty) 1 Quality Drive,Australia,2020.0,Australia,AUS,Caps Closures Pty 1 Quality Drive,AUS_9476,Caps Closures Pty 1 Quality Drive
Caps Closures (Pty) 1 Quality Drive,Australia,2019.0,Australia,AUS,Caps Closures Pty 1 Quality Drive,AUS_9476,Caps Closures Pty 1 Quality Drive
Mak Engineering Projects (Pty),Australia,2020.0,Australia,AUS,Mak Engineering Projects Pty,AUS_9477,Mak Engineering Projects Pty
Trimat Systems,Australia,2020.0,Australia,AUS,Trimat Systems,AUS_9478,Trimat Systems
Tallow Products (Pty),Australia,2019.0,Australia,AUS,Tallow Products Pty,AUS_9479,Tallow Products Pty
Tallow Products (Pty),Australia,2020.0,Australia,AUS,Tallow Products Pty,AUS_9479,Tallow Products Pty
Tropical Batique,Australia,2019.0,Australia,AUS,Tropical Batique,AUS_948,Tropical Batique
Tropical Batique,Australia,2020.0,Australia,AUS,Tropical Batique,AUS_948,Tropical Batique
Vision Box (Pty),Australia,2020.0,Australia,AUS,Vision Box Pty,AUS_9480,Vision Box Pty
Murobond Coatings P L,Australia,2020.0,Australia,AUS,Murobond Coatings P L,AUS_9481,Murobond Coatings P L
Dm Ja Ce (Pty),Australia,2019.0,Australia,AUS,Dm Ja Ce Pty,AUS_9482,Dm Ja Ce Pty
Adelaide Industrial Sands (Pty),Australia,2020.0,Australia,AUS,Adelaide Industrial Sands Pty,AUS_9483,Adelaide Industrial Sands Pty
Datto Asiapac (Pty),Australia,2020.0,Australia,AUS,Datto Asiapac Pty,AUS_9484,Datto Asiapac Pty
The Net Return Australia,Australia,2020.0,Australia,AUS,The Net Return Australia,AUS_9485,The Net Return Australia
Erico,Australia,2020.0,Australia,AUS,Erico,AUS_9486,Erico
Nov Downhole (Pty) Pentagon Freigh,Australia,2020.0,Australia,AUS,Nov Downhole Pty Pentagon Freigh,AUS_9487,Nov Downhole Pty Pentagon Freigh
Sandvik Mining Construction Logistic,Australia,2020.0,Australia,AUS,Sandvik Mining Construction Logistic,AUS_9488,Sandvik Mining Construction Logistic
Sandvik Mining Construction Logistic,Australia,2019.0,Australia,AUS,Sandvik Mining Construction Logistic,AUS_9488,Sandvik Mining Construction Logistic
Proteco Gold (Pty),Australia,2020.0,Australia,AUS,Proteco Gold Pty,AUS_9489,Proteco Gold Pty
Bridgestone Asia Pacific Pte,Australia,2019.0,Australia,AUS,Bridgestone Asia Pacific Pte,AUS_949,Bridgestone Asia Pacific Pte
Australian Breeding Livestock (Pty),Australia,2019.0,Australia,AUS,Australian Breeding Livestock Pty,AUS_9490,Australian Breeding Livestock Pty
Vigil Antislip,Australia,2020.0,Australia,AUS,Vigil Antislip,AUS_9491,Vigil Antislip
Vigil Antislip,Australia,2019.0,Australia,AUS,Vigil Antislip,AUS_9491,Vigil Antislip
Tricon Drilling Solutions,Australia,2019.0,Australia,AUS,Tricon Drilling Solutions,AUS_9492,Tricon Drilling Solutions
Tricon Drilling Solutions,Australia,2020.0,Australia,AUS,Tricon Drilling Solutions,AUS_9492,Tricon Drilling Solutions
Step Oiltools Australia Pentagon Fre,Australia,2019.0,Australia,AUS,Step Oiltools Australia Pentagon Fre,AUS_9493,Step Oiltools Australia Pentagon Fre
Kenaith (Pty),Australia,2019.0,Australia,AUS,Kenaith Pty,AUS_9494,Kenaith Pty
Hyva Pacific (Pty),Australia,2019.0,Australia,AUS,Hyva Pacific Pty,AUS_9495,Hyva Pacific Pty
Scholer Industries (Pty),Australia,2019.0,Australia,AUS,Scholer Industries Pty,AUS_9496,Scholer Industries Pty
Prodoz International (Pty),Australia,2020.0,Australia,AUS,Prodoz International Pty,AUS_9497,Prodoz International Pty
Malcom Thompson Pumps (Pty),Australia,2019.0,Australia,AUS,Malcom Thompson Pumps Pty,AUS_9498,Malcom Thompson Pumps Pty
Malcolm Thompson Pumps Pl,Australia,2019.0,Australia,AUS,Malcom Thompson Pumps Pty,AUS_9498,Malcolm Thompson Pumps Pl
Australian Tea Masters Association (Pty),Australia,2020.0,Australia,AUS,Australian Tea Masters Association Pty,AUS_9499,Australian Tea Masters Association Pty
Philip Morris Ltd.,Australia,2020.0,Australia,AUS,Philip Morris,AUS_95,Philip Morris
Philip Morris Ltd.,Australia,2019.0,Australia,AUS,Philip Morris,AUS_95,Philip Morris
Philip Morris,Australia,2020.0,Australia,AUS,Philip Morris,AUS_95,Philip Morris
Philip Morris,Australia,2019.0,Australia,AUS,Philip Morris,AUS_95,Philip Morris
Boyd Blue Head Office Warehouse,Australia,2019.0,Australia,AUS,Boyd Blue Head Office Warehouse,AUS_950,Boyd Blue Head Office Warehouse
Quarry Mining & Construction Equipment (Pty) Ltd.,Australia,2020.0,Australia,AUS,Quarry Mining Construction Equipment Pty,AUS_9500,Quarry Mining Construction Equipment Pty
Regina Glass Fibre (Pty),Australia,2020.0,Australia,AUS,Regina Glass Fibre Pty,AUS_9501,Regina Glass Fibre Pty
Touchpoint Technology,Australia,2020.0,Australia,AUS,Touchpoint Technology,AUS_9502,Touchpoint Technology
Veetek Australia,Australia,2019.0,Australia,AUS,Veetek Australia,AUS_9503,Veetek Australia
Enviromental Fluid System,Australia,2019.0,Australia,AUS,Enviromental Fluid System,AUS_9504,Enviromental Fluid System
Atlas Copco Cmt,Australia,2019.0,Australia,AUS,Atlas Copco Cmt,AUS_9505,Atlas Copco Cmt
Dobsons,Australia,2019.0,Australia,AUS,Dobsons,AUS_9506,Dobsons
Siemens Pte,Australia,2019.0,Australia,AUS,Siemens Pte,AUS_9507,Siemens Pte
South East Fasteners (Pty),Australia,2019.0,Australia,AUS,South East Fasteners Pty,AUS_9508,South East Fasteners Pty
Clean Lube Solutions (Pty),Australia,2019.0,Australia,AUS,Clean Lube Solutions Pty,AUS_9509,Clean Lube Solutions Pty
Ascensia Diabetes Care Australia,Australia,2019.0,Australia,AUS,Ascensia Diabetes Care Australia,AUS_951,Ascensia Diabetes Care Australia
